Rank,Name,Team,Position,Final PPG
129,Racey McMath,dal,WR,5.2694738557433585
130,Daniel Bellinger,nyg,TE,5.246937200413425
131,Josh Reynolds,den,WR,5.236756728102048
132,Damiere Byrd,was,WR,5.221623411465939
133,Nick Westbrook-Ikhine,oti,WR,5.218846715905462
134,Samori Toure,gnb,WR,5.189501028936106
135,John Metchie,htx,WR,5.177427947305741
136,Peyton Hendershot,dal,TE,5.146449534015053
137,DeAndre Carter,chi,WR,5.125168624732674
138,Malik Heath,gnb,WR,5.111447516028922
139,John Ross,phi,WR,5.109981488943237
140,Elijah Higgins,crd,WR,5.1061112262807535
141,Isaiah McKenzie,nyg,WR,5.092497196208786
142,Marquez Callaway,pit,WR,5.087070677430745
143,Juwann Winfree,clt,WR,5.068964915904269
144,David Bell,cle,WR,5.039494779949075
145,Cole Turner,was,TE,5.037605824569399
146,Tyler Conklin,nyj,TE,5.029279747365251
147,Marquez Valdes-Scantling,buf,WR,5.0078379520470095
148,Tyrie Cleveland,clt,WR,4.999980129115916
149,A.T. Perry,nor,WR,4.998809243900834
150,Tommy Tremble,car,TE,4.933283900980042
151,Freddie Swain,chi,WR,4.873540531836664
152,Jeremy Ruckert,nyj,TE,4.851565471070765
153,Darnell Washington,pit,TE,4.8448417532547365
154,Mack Hollins,buf,WR,4.822380738180057
155,Luke Schoonmaker,dal,TE,4.793086720925942
156,Pat Freiermuth,pit,TE,4.790300264035271
157,Jelani Woods,clt,TE,4.776509599557435
158,Andrew Ogletree,clt,TE,4.768983492767905
159,Jonnu Smith,mia,TE,4.759978559265439
160,Shane Zylstra,det,TE,4.751377477531736
161,Michael Gallup,rai,WR,4.749561949538495
162,Ashton Dulin,clt,WR,4.722142204800063
163,Kylen Granson,clt,TE,4.722142204800063
164,Andrei Iosivas,cin,WR,4.7122508900634985
165,Eric Tomlinson,clt,TE,4.712077456408834
166,Dax Milne,was,WR,4.691743706773269
167,Kadarius Toney,kan,WR,4.685170479091274
168,Jalen Tolbert,dal,WR,4.684845194528052
169,Quez Watkins,pit,WR,4.679254899849657
170,Connor Heyward,pit,TE,4.6694075097111885
171,Tim Jones,jax,WR,4.661833394805319
172,Mo Alie-Cox,clt,TE,4.6543315704711565
173,River Cracraft,mia,WR,4.651732140733265
174,Ben Skowronek,htx,WR,4.643530893377062
175,Braxton Berrios,mia,WR,4.643177713079942
176,Chigoziem Okonkwo,oti,TE,4.637978782828425
177,Nelson Agholor,rav,WR,4.6340103380301425
178,Brandon Powell,min,WR,4.632765776601205
179,Tylan Wallace,rav,WR,4.627605196218727
180,Gerald Everett,chi,TE,4.6250027014347594
181,Miles Boykin,nyg,WR,4.620296227328941
182,Zach Gentry,rai,TE,4.620296227328941
183,C.J. Uzomah,phi,TE,4.613411819613406
184,Jalen Nailor,min,WR,4.608559608001484
185,Chris Manhertz,nyg,TE,4.5833094157577845
186,Chris Conley,sfo,WR,4.573316357495152
187,Charlie Kolar,rav,TE,4.569859310281049
188,Will Mallory,clt,TE,4.566255522841867
189,Scott Miller,pit,WR,4.5643674632
190,Jaelon Darden,cle,WR,4.557070055156473
191,Deonte Harty,rav,WR,4.5292099703152795
192,Durham Smythe,mia,TE,4.525000409594278
193,Trent Taylor,sfo,WR,4.52425939529392
194,Jauan Jennings,sfo,WR,4.517474302804748
195,Trent Sherfield,min,WR,4.510768717323735
196,Mitchell Wilcox,nwe,TE,4.51020044343688
197,Quintin Morris,buf,TE,4.47496631374515
198,Malik Taylor,nyj,WR,4.472333565619383
199,Juwan Johnson,nor,WR,4.47144874340006
200,James Proche,cle,WR,4.469231549847357
201,Denzel Mims,pit,WR,4.453022831386058
202,Trenton Irwin,cin,WR,4.448191821880036
203,Donald Parham,sdg,TE,4.439937740734658
204,Eric Saubert,sfo,TE,4.409371958644263
205,Robert Tonyan,min,TE,4.408307607191868
206,Dyami Brown,was,WR,4.4021683546479045
207,Josh Oliver,min,TE,4.386610880825064
208,Brandon Johnson,den,WR,4.384204571604819
209,Tyler Higbee,ram,TE,4.381734604480313
210,Jordan Akins,cle,TE,4.378205203336247
211,Isaiah Hodgins,nyg,WR,4.373644511342907
212,Lawrence Cager,nyg,WR,4.373644511342907
213,Giovanni Ricci,cle,TE,4.357446128969726
214,Adam Trautman,den,TE,4.357149969673439
215,MyCole Pruitt,pit,TE,4.3505617212541905
216,Johnny Mundt,min,TE,4.3505617212541905
217,Donovan Peoples-Jones,det,WR,4.340584734037829
218,Cade Otton,tam,TE,4.335499819915429
219,JuJu Smith-Schuster,nwe,WR,4.332485323934674
220,Dawson Knox,buf,TE,4.328970419520423
221,Michael Bandy,den,WR,4.3269950899365766
222,Noah Gray,kan,TE,4.316608811467372
223,Marcedes Lewis,chi,TE,4.311913750141138
224,Lucas Krull,den,TE,4.299940488005196
225,David Sills,den,WR,4.299940488005196
226,James Mitchell,det,TE,4.286545199097876
227,Phillip Dorsett,den,WR,4.28149672106494
228,Mike Gesicki,cin,TE,4.257370606030297
229,Jalen Guyton,rai,WR,4.215833438553919
230,Zach Pascal,crd,WR,4.204752696904098
231,Stone Smartt,sdg,TE,4.203331071090344
232,Parris Campbell,phi,WR,4.203331071090344
233,Drew Sample,cin,TE,4.203331071090344
234,Will Dissly,sdg,TE,4.203331071090344
235,Grant Calcaterra,phi,TE,4.203331071090344
236,Albert Okwuegbunam,phi,TE,4.203331071090344
237,Foster Moreau,nor,TE,4.203331071090344
238,Josiah Deguara,jax,TE,4.203331071090344
239,Luke Farrell,jax,TE,4.203331071090344
240,Olamide Zaccheaus,was,WR,4.183135432397762
241,Hayden Hurst,sdg,TE,4.180658693365864
242,Tanner Hudson,cin,TE,4.177567269098445
243,Jake Bobo,sea,WR,4.1749139376982765
244,Ko Kieft,tam,TE,4.170509537667919
245,Andy Isabella,buf,WR,4.1703459915059105
246,Jeff Smith,crd,WR,4.169856076394154
247,Jack Stoll,nyg,TE,4.161793903613966
248,Allen Robinson,nyg,WR,4.1505562895102415
249,Devin Asiasi,oti,TE,4.148598256445336
250,KhaDarel Hodge,atl,WR,4.142641209517488
251,Ross Dwelley,atl,TE,4.138301497753363
252,Mecole Hardman,kan,WR,4.137713908776708
253,John Bates,was,TE,4.125925950729519
254,Colby Parkinson,ram,TE,4.1139117773237865
255,Kyle Philips,oti,WR,4.109652115263307
256,Parker Hesse,det,TE,4.095911595284246
257,Sean McKeon,det,TE,4.095911595284246
258,Nick Vannett,oti,TE,4.0850791027293
259,Josh Whyle,oti,TE,4.082597513331927
260,Tommy Sweeney,chi,TE,4.080572358064727
261,Jamison Crowder,was,WR,4.077504375537605
262,Collin Johnson,chi,WR,4.076866007067004
263,Tyler Davis,gnb,TE,4.059164905853977
264,Noah Fant,sea,TE,4.055458554856253
265,Chase Claypool,buf,WR,4.055458554856253
266,Brock Wright,det,TE,4.038165709346568
267,Tom Kennedy,det,WR,4.038165709346568
268,Anthony Firkser,det,TE,4.038165709346568
269,Charlie Woerner,atl,TE,4.031460123865554
270,Sterling Shepard,tam,WR,4.024840862166103
271,Pharaoh Brown,sea,TE,4.021982231512738
272,Tyler Davis,ram,TE,4.0161208866460365
273,Tyler Johnson,ram,WR,4.012414535648313
274,Austin Hooper,nwe,TE,4.003276544529991
275,Ian Thomas,car,TE,3.9745837191696585
276,Cam Sims,car,WR,3.9745837191696585
277,Mike Strachan,car,WR,3.970877368171935
278,Stephen Sullivan,car,TE,3.970877368171935
279,David Moore,car,WR,3.9168378332319813
